Timestamp,Attack Type,Severity Level,Action Taken,Protocol,Network Segment,Traffic Type,Log Source,Anomaly Scores,Source IP Address,Destination IP Address
2020-06-27 05:05:54,Malware,Medium,Ignored,ICMP,Segment B,HTTP,Firewall,87.38,91.81.96.68,211.65.10.242
2021-09-06 14:10:44,Malware,Medium,Blocked,TCP,Segment C,FTP,Firewall,54.13,222.180.148.39,3.246.135.120
2021-07-09 15:48:45,Intrusion,High,Logged,TCP,Segment C,DNS,Firewall,23.93,12.170.88.101,132.205.40.216
2021-09-07 05:21:56,Intrusion,Low,Ignored,UDP,Segment C,HTTP,Server,40.8,105.165.44.191,75.213.199.54
2020-06-10 05:36:38,Intrusion,Medium,Blocked,TCP,Segment A,DNS,Firewall,73.7,25.202.81.168,190.170.47.39
2023-04-25 16:42:15,Malware,Low,Logged,ICMP,Segment B,FTP,Firewall,80.61,43.203.36.110,50.32.93.222
2023-02-13 04:42:22,Intrusion,Medium,Logged,TCP,Segment C,HTTP,Server,26.54,28.217.153.53,96.134.235.62
2022-07-09 05:21:18,Intrusion,High,Blocked,ICMP,Segment C,FTP,Firewall,8.47,211.157.177.232,176.141.78.248
2022-10-23 05:48:37,DDoS,Low,Blocked,ICMP,Segment B,DNS,Server,51.36,31.238.107.36,186.19.187.148
2022-04-06 11:10:03,Malware,Medium,Logged,ICMP,Segment A,DNS,Server,41.58,75.26.51.205,83.169.47.42
2020-06-29 10:27:11,Intrusion,Low,Blocked,ICMP,Segment C,DNS,Firewall,3.28,147.12.17.15,70.208.9.72
2022-06-15 00:01:34,Intrusion,High,Ignored,ICMP,Segment B,HTTP,Server,85.74,88.106.54.75,19.200.235.235
2020-09-07 03:41:47,DDoS,Low,Blocked,TCP,Segment B,FTP,Firewall,38.06,4.37.34.218,125.33.71.99
2023-04-01 18:42:59,Malware,High,Logged,ICMP,Segment A,HTTP,Server,17.51,182.110.146.250,29.56.175.53
2020-09-08 13:07:28,Malware,Medium,Ignored,TCP,Segment C,FTP,Firewall,52.63,174.147.29.209,19.42.55.108
2021-08-25 14:02:13,Intrusion,Medium,Logged,TCP,Segment A,HTTP,Firewall,78.01,32.90.99.174,96.114.79.89
2021-08-26 15:57:18,Intrusion,Medium,Logged,UDP,Segment C,DNS,Firewall,71.72,218.185.95.197,72.249.241.191
2020-11-11 13:29:54,Malware,Low,Logged,ICMP,Segment B,DNS,Firewall,19.27,153.232.51.174,211.110.22.85
2022-11-09 17:22:44,Intrusion,Medium,Blocked,ICMP,Segment A,HTTP,Server,74.97,180.236.219.165,44.243.186.195
2022-05-01 05:02:42,Malware,Low,Logged,UDP,Segment A,FTP,Server,6.91,66.100.86.87,146.174.142.16
2020-07-28 06:05:31,Malware,Medium,Ignored,ICMP,Segment A,DNS,Server,40.56,26.128.90.210,167.191.86.71
2021-03-27 02:27:47,DDoS,High,Logged,UDP,Segment A,FTP,Firewall,91.18,20.22.9.3,136.180.94.126
2021-09-09 08:51:40,Malware,Medium,Ignored,UDP,Segment C,FTP,Firewall,62.61,114.145.3.143,31.84.24.128
2021-11-11 20:04:44,DDoS,Low,Logged,ICMP,Segment C,HTTP,Firewall,21.25,15.9.74.200,33.1.26.149
2022-01-02 15:41:37,DDoS,High,Ignored,UDP,Segment B,HTTP,Server,32.55,99.129.109.228,13.189.215.139
2023-01-20 16:03:58,Intrusion,High,Logged,TCP,Segment C,FTP,Firewall,70.19,124.228.127.225,5.1.150.221
2021-05-21 06:16:56,DDoS,High,Logged,UDP,Segment B,DNS,Firewall,94.14,92.133.111.177,79.12.6.65
2020-09-09 00:30:44,Malware,Low,Ignored,ICMP,Segment C,FTP,Server,40.72,58.136.225.24,160.179.68.217
2021-10-22 12:04:42,DDoS,Medium,Blocked,TCP,Segment A,HTTP,Server,32.02,143.233.20.122,140.153.108.49
2021-03-14 20:09:09,Malware,Medium,Ignored,ICMP,Segment B,FTP,Server,82.23,131.158.11.248,42.217.186.195
2020-08-28 15:19:32,Intrusion,Low,Blocked,TCP,Segment C,DNS,Firewall,63.69,214.241.236.16,96.2.215.243
2023-07-13 05:36:31,DDoS,Low,Blocked,UDP,Segment C,DNS,Firewall,98.77,209.1.237.87,9.187.239.180
2022-02-17 18:00:49,Intrusion,Medium,Blocked,UDP,Segment C,HTTP,Firewall,73.99,180.80.244.230,22.129.70.142
2020-03-07 05:45:24,Intrusion,High,Logged,TCP,Segment C,FTP,Firewall,51.54,122.241.1.86,124.189.210.116
2021-07-26 19:07:48,Malware,Low,Ignored,UDP,Segment A,FTP,Firewall,49.45,81.128.22.182,214.77.56.241
2020-12-01 01:56:02,Intrusion,Medium,Blocked,TCP,Segment C,HTTP,Firewall,21.18,124.187.17.209,22.161.107.144
2023-07-24 02:40:25,Malware,Low,Logged,TCP,Segment A,DNS,Server,78.26,212.206.224.216,158.106.194.4
2020-07-12 14:00:56,Malware,Low,Ignored,UDP,Segment C,FTP,Server,86.0,198.78.117.197,42.67.145.86
2021-05-29 03:45:36,DDoS,Low,Blocked,UDP,Segment B,FTP,Server,81.59,63.20.249.107,207.133.207.50
2022-03-31 14:43:33,DDoS,High,Logged,UDP,Segment A,DNS,Server,85.91,107.232.255.106,189.93.24.107
2022-01-19 21:43:31,Malware,High,Blocked,ICMP,Segment B,DNS,Firewall,68.35,195.137.238.124,73.66.220.251
2023-09-08 19:12:47,Intrusion,Low,Logged,UDP,Segment A,FTP,Server,65.95,41.236.19.146,110.161.142.52
2020-02-22 21:17:31,Malware,Low,Blocked,TCP,Segment A,HTTP,Firewall,69.51,77.136.213.197,42.206.166.87
2021-02-03 12:16:50,Intrusion,Medium,Blocked,UDP,Segment C,FTP,Server,4.3,150.69.58.79,78.57.241.110
2021-05-30 06:44:54,DDoS,High,Blocked,ICMP,Segment C,DNS,Server,47.97,142.25.156.109,168.7.81.65
2021-08-15 20:49:26,Malware,High,Blocked,UDP,Segment A,FTP,Server,40.49,173.150.133.198,62.52.190.195
2021-08-19 05:33:44,Intrusion,High,Ignored,UDP,Segment B,DNS,Firewall,89.87,217.130.168.243,75.137.182.132
2022-12-23 14:09:45,Malware,Medium,Blocked,TCP,Segment A,FTP,Server,6.46,8.24.112.161,28.155.128.123
2022-04-22 07:12:09,Malware,Low,Ignored,ICMP,Segment B,FTP,Server,51.63,55.115.94.142,5.133.218.37
2023-09-05 11:41:27,Malware,High,Ignored,UDP,Segment A,HTTP,Server,66.42,33.75.36.154,179.39.178.121
2022-10-03 11:40:09,DDoS,Low,Logged,UDP,Segment C,HTTP,Firewall,61.91,150.43.20.166,153.228.220.77
2023-10-06 00:14:14,Intrusion,High,Blocked,UDP,Segment C,DNS,Server,58.19,30.25.151.36,53.3.103.50
2021-04-06 12:28:50,DDoS,High,Logged,ICMP,Segment A,HTTP,Server,44.4,25.113.13.247,96.168.211.18
2022-12-28 19:41:21,Intrusion,High,Blocked,ICMP,Segment A,DNS,Server,80.39,16.248.214.234,198.50.10.109
2020-10-15 16:01:26,DDoS,High,Blocked,ICMP,Segment B,HTTP,Server,40.01,22.31.29.171,198.92.149.52
2021-12-21 07:29:55,DDoS,Low,Ignored,ICMP,Segment C,DNS,Server,51.78,3.207.20.62,2.182.113.106
2022-05-13 14:11:48,Intrusion,Low,Ignored,UDP,Segment C,HTTP,Firewall,15.73,14.38.37.134,6.60.198.95
2020-12-11 17:39:22,DDoS,High,Blocked,ICMP,Segment A,HTTP,Server,17.59,11.3.137.135,111.233.178.84
2021-09-22 18:55:13,Intrusion,Low,Blocked,ICMP,Segment C,FTP,Server,3.55,27.192.60.49,92.197.25.156
2022-11-27 15:53:58,Malware,High,Logged,ICMP,Segment A,DNS,Firewall,28.61,33.14.67.191,51.115.198.209
2023-05-04 18:37:42,Intrusion,Medium,Logged,ICMP,Segment B,DNS,Firewall,66.06,202.117.40.132,22.49.33.71
2021-09-07 11:14:56,Malware,Medium,Logged,UDP,Segment C,HTTP,Server,34.42,48.6.99.163,129.5.236.86
2023-05-12 03:33:32,DDoS,Medium,Logged,ICMP,Segment C,FTP,Firewall,5.74,124.99.45.173,179.199.158.108
2023-07-26 03:37:10,DDoS,High,Blocked,UDP,Segment B,DNS,Server,44.62,66.114.41.87,131.105.105.224
2022-12-06 19:08:11,Intrusion,Medium,Ignored,TCP,Segment B,FTP,Server,43.48,115.179.212.208,179.223.244.248
2022-07-23 05:34:01,Malware,High,Blocked,UDP,Segment C,HTTP,Server,82.77,181.16.56.181,50.225.119.254
2022-05-28 01:07:45,Malware,High,Ignored,TCP,Segment A,DNS,Server,41.63,89.193.219.92,201.178.69.144
2022-10-23 01:03:40,Malware,Medium,Ignored,TCP,Segment B,FTP,Server,87.68,36.27.97.242,149.187.3.89
2021-11-08 00:33:41,DDoS,High,Blocked,TCP,Segment B,DNS,Firewall,94.35,141.162.75.177,44.89.63.236
2023-07-15 15:53:46,Intrusion,High,Logged,TCP,Segment B,FTP,Server,37.53,180.115.57.251,84.52.103.147
2022-05-25 15:41:54,DDoS,Medium,Logged,ICMP,Segment A,DNS,Firewall,33.54,124.120.148.66,56.80.42.149
2020-07-21 21:57:30,Intrusion,Medium,Ignored,ICMP,Segment A,HTTP,Server,61.48,141.186.220.173,212.13.246.90
2020-10-20 11:39:23,DDoS,Low,Logged,TCP,Segment C,DNS,Server,6.39,177.150.6.179,86.40.147.80
2022-09-03 11:11:03,Intrusion,Low,Ignored,UDP,Segment A,HTTP,Firewall,90.84,108.247.172.75,181.6.22.196
2022-11-23 11:17:15,Malware,High,Blocked,UDP,Segment C,HTTP,Firewall,31.23,91.183.87.58,71.76.252.183
2021-06-11 16:03:04,DDoS,Low,Logged,TCP,Segment B,DNS,Firewall,49.57,169.115.14.179,156.66.174.120
2020-08-22 22:38:02,Intrusion,Medium,Ignored,TCP,Segment C,FTP,Server,38.47,47.65.90.181,189.177.194.117
2023-05-10 23:59:48,Malware,Medium,Ignored,ICMP,Segment B,HTTP,Firewall,53.49,158.122.115.62,141.197.203.166
2023-07-10 14:13:23,DDoS,High,Blocked,UDP,Segment B,DNS,Server,28.63,122.23.48.249,98.69.128.54
2020-08-09 05:08:50,Malware,Low,Logged,ICMP,Segment A,DNS,Server,66.47,74.1.205.15,167.35.208.32
2021-10-16 03:48:19,Intrusion,Medium,Ignored,UDP,Segment C,DNS,Server,25.6,84.226.9.44,152.32.248.235
2020-06-13 05:27:41,Intrusion,High,Ignored,ICMP,Segment A,FTP,Server,77.59,10.37.38.192,135.56.79.209
2022-02-05 12:57:39,DDoS,Low,Blocked,ICMP,Segment B,FTP,Firewall,18.41,31.31.121.91,180.179.129.22
2022-12-19 13:51:35,DDoS,Medium,Blocked,ICMP,Segment C,DNS,Server,91.98,195.189.64.187,196.135.27.229
2021-10-02 09:13:46,Malware,High,Ignored,UDP,Segment B,DNS,Server,93.87,207.104.255.205,65.241.80.191
2023-04-26 07:32:44,Intrusion,Medium,Blocked,ICMP,Segment A,HTTP,Server,14.38,39.69.131.51,173.162.59.177
2021-09-05 01:07:50,Malware,High,Logged,UDP,Segment A,DNS,Server,73.99,162.161.157.212,156.196.77.143
2023-04-29 00:24:07,Malware,Medium,Logged,UDP,Segment C,HTTP,Firewall,69.98,35.55.35.70,104.94.73.24
2020-04-05 13:58:19,DDoS,Low,Blocked,TCP,Segment B,FTP,Firewall,1.51,21.133.100.230,16.178.64.97
2022-01-22 03:16:43,Malware,Medium,Ignored,ICMP,Segment A,FTP,Server,63.4,178.224.76.231,18.144.29.200
2022-01-16 11:21:04,Malware,Low,Blocked,UDP,Segment C,HTTP,Firewall,51.08,54.53.60.172,29.185.219.179
2020-05-18 02:55:39,DDoS,High,Blocked,ICMP,Segment C,DNS,Firewall,25.32,140.224.142.192,170.147.189.46
2021-09-07 16:46:34,Malware,Low,Logged,ICMP,Segment C,HTTP,Firewall,39.66,220.252.87.52,31.166.229.230
2022-05-29 10:10:00,DDoS,Medium,Ignored,ICMP,Segment A,HTTP,Server,30.22,74.33.90.19,12.75.104.155
2021-09-11 02:10:52,Malware,Low,Blocked,UDP,Segment A,DNS,Firewall,87.4,140.216.171.19,12.37.13.147
2020-10-14 23:45:11,Malware,High,Ignored,UDP,Segment C,DNS,Firewall,69.04,108.222.153.47,111.221.156.92
2021-03-19 01:53:10,Malware,High,Logged,TCP,Segment B,FTP,Server,77.13,219.215.70.206,28.102.173.202
2022-02-06 00:41:25,Malware,Medium,Logged,TCP,Segment C,DNS,Firewall,69.13,27.114.156.182,61.138.66.179
2023-02-13 18:22:15,Intrusion,Low,Ignored,TCP,Segment B,DNS,Firewall,94.79,56.179.32.188,34.236.132.63
2020-02-14 11:24:57,Intrusion,Medium,Blocked,TCP,Segment B,DNS,Server,33.16,204.33.13.226,154.104.242.162
2021-02-27 23:57:58,DDoS,Medium,Ignored,ICMP,Segment A,DNS,Firewall,9.09,213.182.151.179,199.19.97.62
2022-08-12 03:19:10,Intrusion,High,Blocked,ICMP,Segment A,FTP,Server,73.24,12.186.142.239,190.101.74.133
2022-06-01 02:51:56,Intrusion,Low,Ignored,TCP,Segment C,FTP,Server,70.1,36.205.91.219,78.216.78.204
2023-07-01 13:55:19,Malware,Low,Ignored,TCP,Segment C,FTP,Server,39.5,59.52.39.244,99.128.133.22
2022-02-16 13:34:41,Malware,High,Ignored,TCP,Segment C,HTTP,Firewall,47.63,117.188.85.130,104.233.91.176
2021-12-07 16:53:17,Malware,Medium,Ignored,UDP,Segment C,DNS,Firewall,73.08,87.212.58.11,76.124.126.232
2022-07-19 15:17:23,Malware,Medium,Ignored,ICMP,Segment A,DNS,Server,17.77,191.83.153.42,87.32.103.116
2020-05-01 18:00:38,DDoS,High,Blocked,UDP,Segment C,FTP,Firewall,66.81,142.138.17.88,119.222.13.111
2022-09-21 07:52:55,Intrusion,High,Logged,UDP,Segment A,DNS,Server,91.98,107.187.251.183,191.32.225.169
2023-07-06 11:07:43,DDoS,Low,Ignored,TCP,Segment B,DNS,Server,29.28,205.233.144.65,141.79.243.37
2023-01-25 21:20:40,DDoS,Low,Blocked,TCP,Segment C,FTP,Firewall,29.1,119.114.41.130,110.24.222.243
2023-02-03 18:15:29,DDoS,Low,Blocked,UDP,Segment B,FTP,Firewall,64.36,126.37.128.204,142.70.22.167
2020-04-13 18:49:58,Intrusion,Low,Logged,TCP,Segment A,DNS,Server,5.69,176.170.172.154,218.225.206.224
2022-11-10 13:05:52,Intrusion,High,Blocked,TCP,Segment A,FTP,Server,48.33,12.103.4.97,201.199.4.193
2022-12-07 19:19:40,Malware,High,Blocked,TCP,Segment A,DNS,Firewall,58.81,3.36.201.253,187.116.222.183
2022-08-12 02:33:30,Malware,Low,Logged,ICMP,Segment C,DNS,Server,41.01,133.21.0.127,203.156.250.79
2022-03-31 14:17:19,DDoS,Low,Blocked,TCP,Segment A,FTP,Server,47.32,171.148.144.4,200.226.207.139
2022-05-05 07:49:09,Intrusion,Medium,Blocked,TCP,Segment A,HTTP,Firewall,56.23,196.42.97.80,57.82.96.140
2021-12-28 11:48:22,Malware,Low,Logged,TCP,Segment C,FTP,Firewall,42.96,66.207.4.98,221.102.100.252
2021-02-09 21:21:34,Malware,High,Logged,TCP,Segment C,FTP,Server,80.27,109.90.28.6,18.121.91.103
2021-05-09 07:53:55,DDoS,High,Ignored,TCP,Segment B,HTTP,Server,68.99,195.138.199.80,27.94.253.202
2020-06-30 21:27:09,Intrusion,Low,Logged,TCP,Segment B,FTP,Server,31.73,92.112.244.134,144.144.21.96
2020-05-13 14:51:33,Intrusion,High,Logged,UDP,Segment A,HTTP,Firewall,22.32,51.196.107.2,47.163.220.18
2020-12-16 00:59:34,DDoS,High,Logged,ICMP,Segment A,HTTP,Server,64.94,110.81.76.23,139.118.200.144
2020-11-26 09:15:38,DDoS,High,Ignored,ICMP,Segment C,DNS,Server,78.86,110.80.24.105,155.206.207.210
2021-12-19 20:05:48,Malware,Medium,Ignored,UDP,Segment A,DNS,Firewall,68.72,33.43.141.248,38.102.136.44
2022-03-22 01:37:32,Malware,High,Blocked,TCP,Segment B,DNS,Firewall,58.8,41.65.59.4,42.201.162.142
2020-12-03 16:37:41,DDoS,High,Logged,UDP,Segment C,HTTP,Firewall,15.32,222.31.208.11,42.67.136.239
2022-03-19 00:04:52,Intrusion,Low,Logged,TCP,Segment A,HTTP,Server,21.41,214.143.159.32,58.188.7.125
2020-02-19 23:54:37,Intrusion,Medium,Logged,UDP,Segment C,FTP,Firewall,83.14,110.45.13.45,16.1.178.237
2022-03-09 02:24:38,Intrusion,Low,Blocked,ICMP,Segment C,DNS,Server,86.82,60.30.146.14,92.130.228.14
2023-02-04 21:19:34,Intrusion,High,Logged,UDP,Segment A,FTP,Server,8.03,193.111.110.98,123.180.134.181
2020-08-17 04:48:14,Malware,Low,Logged,TCP,Segment A,DNS,Firewall,87.16,15.90.163.172,22.221.109.226
2021-08-20 02:25:41,Malware,Low,Blocked,UDP,Segment B,HTTP,Server,11.73,30.39.203.211,42.209.80.163
2021-01-05 18:54:59,Intrusion,High,Logged,UDP,Segment C,FTP,Server,24.68,52.51.196.120,55.0.251.180
2022-07-21 07:45:46,DDoS,Low,Blocked,TCP,Segment B,FTP,Server,4.7,118.17.227.43,24.173.126.238
2020-02-23 16:54:54,DDoS,High,Blocked,UDP,Segment A,DNS,Firewall,2.23,219.152.252.177,46.115.31.117
2023-05-29 18:16:41,DDoS,Low,Blocked,UDP,Segment C,DNS,Server,84.14,84.59.238.234,52.187.111.232
2020-06-20 08:47:09,Intrusion,High,Logged,ICMP,Segment B,FTP,Server,98.62,144.35.106.243,47.219.186.132
2020-01-27 21:02:58,Malware,High,Logged,TCP,Segment A,HTTP,Firewall,82.0,39.200.115.249,53.242.162.2
2020-05-12 06:23:39,Intrusion,Low,Ignored,TCP,Segment A,HTTP,Firewall,96.67,223.200.92.154,52.5.205.108
2023-06-13 08:43:38,Malware,Low,Blocked,ICMP,Segment B,FTP,Server,73.06,72.175.246.147,183.60.38.36
2020-07-31 07:45:42,Intrusion,Low,Blocked,UDP,Segment C,HTTP,Firewall,32.94,106.223.52.2,169.82.32.251
2023-09-05 06:51:05,DDoS,Low,Blocked,TCP,Segment B,HTTP,Firewall,35.67,222.144.73.200,124.116.251.62
2022-03-10 16:14:33,Intrusion,Low,Logged,UDP,Segment B,HTTP,Server,66.62,155.1.229.199,34.77.2.162
2023-09-21 04:57:32,DDoS,High,Ignored,TCP,Segment A,FTP,Server,8.69,165.211.201.55,189.224.10.134
2022-05-10 08:43:07,Malware,Medium,Blocked,TCP,Segment C,HTTP,Server,67.0,27.239.48.155,203.86.166.235
2020-04-26 20:14:56,Intrusion,Medium,Ignored,TCP,Segment C,HTTP,Server,54.33,63.16.187.194,181.78.72.181
2023-09-26 16:26:53,Malware,High,Blocked,ICMP,Segment B,HTTP,Firewall,56.86,183.211.119.97,44.103.204.214
2022-12-26 00:27:53,Intrusion,Medium,Blocked,TCP,Segment B,FTP,Server,18.02,1.131.145.70,21.178.61.230
2020-10-12 16:02:39,Intrusion,Low,Ignored,ICMP,Segment B,HTTP,Firewall,81.72,204.24.214.209,99.108.77.112
2020-05-27 03:09:16,Malware,High,Blocked,ICMP,Segment B,FTP,Firewall,90.43,65.42.218.3,184.84.6.120
2020-07-07 17:47:20,Malware,Medium,Blocked,UDP,Segment C,FTP,Server,6.09,89.54.19.166,135.10.37.129
2020-02-25 04:57:38,Malware,High,Ignored,TCP,Segment A,HTTP,Server,84.19,147.234.199.65,202.31.248.242
2023-02-06 00:33:45,Malware,Low,Blocked,UDP,Segment B,FTP,Firewall,25.05,195.168.104.53,178.117.182.87
2021-12-17 15:17:06,DDoS,High,Blocked,UDP,Segment A,HTTP,Server,30.73,140.115.179.32,92.176.126.142
2020-01-20 14:50:47,Intrusion,Low,Blocked,UDP,Segment C,FTP,Firewall,71.49,146.105.157.114,53.189.138.20
2023-10-09 09:40:54,DDoS,High,Logged,UDP,Segment C,DNS,Firewall,44.61,218.84.16.81,168.219.244.17
2022-03-20 14:16:41,DDoS,High,Ignored,TCP,Segment A,DNS,Firewall,92.48,187.100.140.92,176.228.198.185
2020-02-27 08:44:58,Intrusion,Medium,Logged,UDP,Segment C,DNS,Firewall,58.04,107.177.228.105,102.123.88.207
2022-05-14 18:52:04,Intrusion,Medium,Blocked,ICMP,Segment A,FTP,Server,18.99,160.21.67.137,45.62.189.182
2020-10-17 22:26:32,Intrusion,Low,Blocked,UDP,Segment A,HTTP,Firewall,60.33,73.167.60.118,177.84.91.92
2023-03-11 23:22:18,DDoS,High,Blocked,ICMP,Segment B,DNS,Server,55.24,187.221.119.88,192.89.252.113
2021-07-22 20:19:04,DDoS,Medium,Logged,UDP,Segment A,HTTP,Server,18.51,133.235.95.246,64.125.28.50
2021-11-29 16:36:48,Malware,Medium,Ignored,TCP,Segment C,FTP,Firewall,26.45,188.46.254.30,54.184.246.155
2023-07-03 14:27:10,DDoS,Low,Logged,UDP,Segment C,DNS,Firewall,49.17,222.94.43.177,164.139.182.94
2020-01-29 13:28:23,Malware,High,Ignored,TCP,Segment A,HTTP,Firewall,1.22,83.191.249.225,170.164.190.84
2023-03-27 16:27:57,DDoS,Medium,Blocked,TCP,Segment B,HTTP,Server,22.44,213.182.29.103,114.193.128.180
2021-01-18 02:14:05,Malware,High,Blocked,TCP,Segment A,HTTP,Server,25.95,59.165.253.42,106.59.244.133
2023-09-13 02:17:09,Malware,High,Ignored,TCP,Segment B,HTTP,Firewall,39.04,216.251.165.188,155.113.59.56
2021-06-24 23:01:44,DDoS,High,Blocked,TCP,Segment B,FTP,Firewall,52.92,118.50.187.74,191.245.93.252
2023-04-14 17:46:54,Malware,Medium,Logged,TCP,Segment B,FTP,Firewall,22.7,11.189.48.215,94.81.17.212
2023-03-24 10:59:28,DDoS,High,Logged,UDP,Segment B,FTP,Server,4.09,10.98.224.12,201.11.194.92
2023-03-06 05:19:23,Intrusion,Medium,Blocked,TCP,Segment B,FTP,Firewall,95.69,94.192.26.165,124.40.188.126
2023-09-19 14:45:13,DDoS,High,Logged,TCP,Segment C,HTTP,Firewall,52.51,52.68.5.204,10.200.65.78
2020-06-20 18:12:34,Malware,High,Logged,UDP,Segment A,DNS,Server,68.58,198.127.165.214,53.87.189.143
2021-11-03 10:16:44,Malware,Low,Ignored,ICMP,Segment A,DNS,Server,89.99,209.110.172.76,113.251.112.75
2021-01-31 16:26:33,Intrusion,Low,Ignored,ICMP,Segment A,HTTP,Firewall,13.29,116.105.179.97,13.11.245.248
2020-11-30 01:39:20,Malware,High,Logged,TCP,Segment A,DNS,Server,28.16,36.36.117.135,190.127.234.44
2020-08-23 08:11:01,DDoS,High,Blocked,ICMP,Segment A,DNS,Server,71.86,204.82.234.52,57.91.151.222
2022-10-22 05:30:07,Malware,Medium,Blocked,UDP,Segment A,FTP,Firewall,68.1,71.108.138.157,86.129.66.73
2021-08-14 13:39:38,Malware,Low,Logged,UDP,Segment C,HTTP,Firewall,33.42,74.5.241.59,12.249.166.22
2020-08-15 20:21:53,Malware,Low,Logged,ICMP,Segment C,FTP,Server,5.22,159.22.223.236,84.102.220.164
2022-06-25 01:53:08,Malware,Low,Logged,ICMP,Segment B,FTP,Firewall,15.43,107.177.84.151,160.123.180.153
2021-03-28 11:06:36,Intrusion,High,Blocked,ICMP,Segment C,HTTP,Server,65.31,109.195.62.39,18.15.113.14
2020-07-06 07:38:39,Malware,Low,Logged,ICMP,Segment B,FTP,Server,67.85,120.252.68.150,94.89.69.250
2023-05-27 04:01:49,DDoS,High,Ignored,ICMP,Segment C,HTTP,Server,38.69,134.41.71.97,113.147.105.42
2023-03-04 11:39:02,DDoS,Low,Logged,TCP,Segment B,FTP,Firewall,38.18,52.204.47.186,65.142.214.186
2020-05-01 12:48:18,DDoS,Low,Blocked,ICMP,Segment C,DNS,Server,89.91,170.228.32.4,86.65.246.56
2022-01-04 12:05:14,Malware,Medium,Blocked,UDP,Segment A,HTTP,Server,80.06,102.192.41.216,217.253.101.4
2020-08-10 20:21:27,DDoS,High,Logged,UDP,Segment C,DNS,Firewall,85.39,4.195.249.113,137.117.28.30
2023-05-20 01:18:47,DDoS,Low,Ignored,UDP,Segment B,HTTP,Server,17.63,135.202.84.233,192.219.85.28
2023-01-20 22:58:09,Malware,High,Logged,ICMP,Segment A,DNS,Firewall,47.16,194.109.231.213,126.55.88.246
2020-11-22 05:08:11,Intrusion,Medium,Blocked,TCP,Segment C,DNS,Server,79.3,212.100.229.121,106.149.98.164
2022-11-28 16:34:45,Intrusion,High,Blocked,ICMP,Segment C,DNS,Server,9.01,3.254.138.148,222.105.232.76
2023-04-08 08:50:10,Malware,High,Ignored,ICMP,Segment A,HTTP,Server,74.0,3.229.76.116,128.204.55.61
2020-12-19 09:19:21,DDoS,Low,Blocked,UDP,Segment B,HTTP,Firewall,74.92,86.67.37.53,174.127.164.214
2022-06-20 08:44:58,Intrusion,Medium,Logged,TCP,Segment A,FTP,Firewall,58.96,53.228.108.2,28.217.191.121
2023-03-04 10:13:38,Malware,High,Blocked,ICMP,Segment B,FTP,Firewall,86.56,119.20.24.152,119.245.235.104
2020-03-18 09:18:05,DDoS,High,Ignored,TCP,Segment C,DNS,Firewall,50.05,83.71.46.183,84.105.62.51
2021-01-17 19:26:48,Malware,Medium,Ignored,ICMP,Segment A,HTTP,Server,9.63,215.43.137.253,44.31.254.122
2023-05-01 18:26:58,Intrusion,Low,Ignored,UDP,Segment A,FTP,Firewall,55.72,139.112.222.206,176.137.219.64
2023-05-30 18:08:06,Malware,Medium,Blocked,UDP,Segment B,DNS,Server,24.15,32.66.49.54,8.126.39.131
2022-06-23 10:51:43,Malware,Medium,Logged,ICMP,Segment A,DNS,Server,31.02,128.51.158.98,152.25.209.125
2022-08-21 05:48:10,Malware,Medium,Logged,TCP,Segment C,DNS,Firewall,99.19,218.70.236.232,132.178.130.166
2020-08-28 06:30:51,DDoS,High,Logged,UDP,Segment B,FTP,Server,61.26,23.167.195.231,168.128.155.207
2022-12-11 22:42:17,Malware,Medium,Logged,ICMP,Segment A,DNS,Server,1.79,68.187.242.2,106.198.82.112
2022-11-06 05:57:03,Malware,Medium,Blocked,UDP,Segment C,DNS,Server,33.06,128.148.1.113,152.32.166.173
2021-02-27 16:36:45,Intrusion,Medium,Logged,UDP,Segment A,FTP,Server,6.12,14.228.48.252,155.23.132.189
2023-09-10 22:28:24,DDoS,Low,Blocked,TCP,Segment B,FTP,Firewall,10.19,84.148.8.21,155.101.177.19
2020-09-04 13:58:35,Malware,Medium,Blocked,ICMP,Segment B,DNS,Server,77.12,137.140.126.173,137.193.150.51
2022-10-22 00:21:18,DDoS,High,Blocked,UDP,Segment A,FTP,Firewall,92.27,131.160.202.22,202.22.39.53
2021-06-01 22:42:39,Intrusion,Low,Logged,ICMP,Segment A,HTTP,Server,30.46,39.228.97.205,153.170.77.253
2021-09-09 06:15:02,DDoS,High,Ignored,ICMP,Segment B,FTP,Server,44.84,104.222.79.23,35.140.182.247
2022-05-24 01:43:31,DDoS,High,Ignored,ICMP,Segment B,FTP,Server,52.31,154.28.158.215,34.250.201.96
2022-04-29 21:00:28,Malware,Medium,Ignored,UDP,Segment C,HTTP,Firewall,52.03,185.209.15.21,75.114.182.127
2023-06-14 09:49:10,DDoS,Low,Ignored,ICMP,Segment B,FTP,Firewall,4.71,40.176.93.133,41.76.116.124
2022-06-28 16:27:35,DDoS,High,Logged,UDP,Segment A,DNS,Firewall,27.64,19.175.59.114,206.13.203.230
2020-10-11 06:37:37,DDoS,High,Blocked,ICMP,Segment B,DNS,Firewall,41.07,200.13.150.251,175.134.184.74
2023-05-26 14:21:24,Intrusion,Medium,Blocked,UDP,Segment A,HTTP,Server,92.84,182.223.247.60,166.180.219.237
